loss,mae,val_loss,val_mae
7.9507951736450195,2.2112371921539307,2.526545286178589,1.2252051830291748
3.5273613929748535,1.49259352684021,2.7362992763519287,1.29380202293396
2.424146890640259,1.2399555444717407,1.860646367073059,1.0593048334121704
2.075479030609131,1.1442015171051025,2.096252918243408,1.1068004369735718
2.071201801300049,1.134250283241272,1.7746293544769287,1.0608654022216797
2.0656917095184326,1.1349403858184814,2.015892505645752,1.123668909072876
2.1154866218566895,1.1431515216827393,1.8936759233474731,1.0892130136489868
1.8451063632965088,1.0562118291854858,1.633345603942871,1.006884217262268
1.7409546375274658,1.0397597551345825,2.1938440799713135,1.1683071851730347
1.970199465751648,1.1120415925979614,1.623382329940796,0.9965943694114685
1.6506760120391846,1.0051460266113281,1.5923529863357544,0.9889319539070129
1.8105062246322632,1.076880931854248,1.682952880859375,1.0228006839752197
1.693414330482483,1.041875958442688,1.8262615203857422,1.060250163078308
1.6670293807983398,1.01858651638031,1.7674096822738647,1.0409820079803467
1.6609725952148438,1.039445400238037,2.123124361038208,1.1580841541290283
1.8544330596923828,1.0653103590011597,1.6057571172714233,1.0062910318374634
1.6244066953659058,1.0131700038909912,1.6599338054656982,1.0196893215179443
1.553227424621582,0.9916287064552307,1.6219205856323242,1.0049166679382324
1.5643869638442993,0.9798258543014526,1.546117901802063,0.982892632484436
1.400572419166565,0.9375543594360352,1.4993884563446045,0.9621664881706238
1.38995361328125,0.924053966999054,1.6017853021621704,0.9989206194877625
1.424281120300293,0.9548282027244568,1.6617342233657837,1.0135160684585571
1.4042831659317017,0.961346447467804,1.579175591468811,0.9867935180664062
1.5669299364089966,0.989892840385437,1.7378283739089966,1.0314878225326538
1.339712381362915,0.9155445098876953,1.5647467374801636,0.975024402141571
1.4834821224212646,0.956222414970398,1.6247904300689697,1.0071247816085815
1.3602010011672974,0.9310917258262634,1.5633941888809204,0.9866241812705994
1.3620011806488037,0.9105993509292603,1.587933897972107,0.9908175468444824
1.4572302103042603,0.9638481140136719,1.6035007238388062,0.9911438822746277
1.4843041896820068,0.976722776889801,1.5074502229690552,0.9831669926643372
1.275673270225525,0.8871612548828125,1.6865066289901733,1.0187089443206787
1.2830164432525635,0.8926097750663757,1.5969524383544922,1.0005600452423096
1.361175775527954,0.915012001991272,1.6267566680908203,1.0004390478134155
1.332379698753357,0.9183624386787415,1.4644412994384766,0.9708375930786133
1.2669423818588257,0.89509117603302,1.5090656280517578,0.9667039513587952
1.378677487373352,0.93038409948349,1.8295232057571411,1.0648767948150635
1.3185826539993286,0.9120299220085144,1.5678867101669312,1.0100983381271362
1.251569151878357,0.8781508803367615,1.6256052255630493,1.000331997871399
1.2450257539749146,0.8791002035140991,1.6040562391281128,0.9980181455612183
1.3064123392105103,0.9037761092185974,1.641011357307434,0.9902628064155579
1.348039984703064,0.9103602766990662,1.8043861389160156,1.0638751983642578
1.3795021772384644,0.9300225973129272,1.6086732149124146,0.9844785928726196
1.1970856189727783,0.8629159927368164,1.6290172338485718,1.00531804561615
1.2636420726776123,0.8838793039321899,1.6516612768173218,1.0091708898544312
1.2484885454177856,0.8884217143058777,1.6245752573013306,1.0077050924301147
1.2746175527572632,0.8879609704017639,1.5593518018722534,0.9822020530700684
1.3502285480499268,0.905433714389801,1.6680132150650024,1.0149705410003662
1.2796202898025513,0.8917142748832703,1.4425837993621826,0.943665087223053
1.1558398008346558,0.8466421961784363,1.590874433517456,0.990768313407898
1.2062760591506958,0.8760215640068054,1.4889475107192993,0.9759680032730103
1.2139232158660889,0.8706522583961487,1.5508137941360474,0.9740475416183472
1.21722412109375,0.8837623596191406,1.5502039194107056,0.9876408576965332
1.1837890148162842,0.8543362617492676,1.5758525133132935,1.0139588117599487
1.2611931562423706,0.8856223225593567,2.0819528102874756,1.1507501602172852
1.2536088228225708,0.8829519152641296,1.562600016593933,1.0064995288848877
1.1986465454101562,0.8587127923965454,1.805253267288208,1.0621553659439087
1.202691912651062,0.8652201294898987,1.4982831478118896,0.9935489296913147
1.272295355796814,0.8842781186103821,1.6182719469070435,1.007046103477478
1.2617131471633911,0.8828338980674744,1.609041452407837,0.9982283711433411
1.1404682397842407,0.8542050719261169,1.5317332744598389,0.9746776819229126
1.195316195487976,0.849328875541687,1.7074953317642212,1.0253850221633911
1.1271693706512451,0.8327657580375671,1.4770456552505493,0.9734768271446228
1.1348066329956055,0.8566485643386841,1.4273399114608765,0.9382473826408386
1.0613107681274414,0.8246458768844604,1.5308244228363037,0.9786758422851562
1.0805081129074097,0.8218657374382019,1.83572256565094,1.0588749647140503
1.106643557548523,0.8445441126823425,1.5064074993133545,0.9817453026771545
1.0975927114486694,0.8302350044250488,1.8320621252059937,1.0578314065933228
1.0297048091888428,0.8168219923973083,1.5902479887008667,0.9980824589729309
1.032380223274231,0.7932571768760681,1.6362885236740112,1.0035114288330078
1.1292492151260376,0.8428478837013245,1.574264645576477,0.9864991903305054
1.0329458713531494,0.7949771285057068,1.6854791641235352,1.0150400400161743
1.0404928922653198,0.8062174916267395,1.5459247827529907,0.9885560274124146
1.063278079032898,0.820856511592865,1.5711724758148193,0.9869621992111206
1.099519968032837,0.8262523412704468,1.8805299997329712,1.0782138109207153
1.0515280961990356,0.8168765902519226,1.5641571283340454,0.9946741461753845
1.0207046270370483,0.8007587194442749,1.6094534397125244,1.0011831521987915
0.947200357913971,0.7681071162223816,1.5608091354370117,0.9857416152954102
0.9992702603340149,0.8058419823646545,1.5608022212982178,0.9905823469161987
