Model,Train_RMSE,Test_RMSE,Train_MAE,Test_MAE,Train_R2,Test_R2
Linear_Regression_Baseline,1.098787778115248,1.1282139137076068,0.8709876963693847,0.916026085387732,0.2843074709678738,0.19608834985224055
