loss,mae,val_loss,val_mae
15.294669151306152,3.503505229949951,6.168864727020264,2.038933753967285
4.389601230621338,1.6291621923446655,3.3435797691345215,1.4860632419586182
2.941779851913452,1.3684008121490479,2.672436475753784,1.3014400005340576
2.6459994316101074,1.2848204374313354,2.3371593952178955,1.21305251121521
2.2165756225585938,1.1882734298706055,2.132878541946411,1.15533447265625
2.10390305519104,1.1476749181747437,2.0299088954925537,1.1295424699783325
1.9740632772445679,1.0987290143966675,2.0270564556121826,1.1331466436386108
1.925191044807434,1.111212968826294,2.063387632369995,1.145224928855896
1.6977583169937134,1.041499137878418,1.9224344491958618,1.1048325300216675
1.65538489818573,1.019715428352356,1.8597959280014038,1.0831332206726074
1.752232551574707,1.0505770444869995,1.8603664636611938,1.089848279953003
1.6339274644851685,1.0242164134979248,1.7636992931365967,1.0606828927993774
1.6083383560180664,0.9958888292312622,1.8029062747955322,1.0731488466262817
1.5180710554122925,0.9859772324562073,1.7178350687026978,1.0476926565170288
1.6230449676513672,0.9868988394737244,1.752294659614563,1.069248914718628
1.5300867557525635,0.9687803983688354,1.7790297269821167,1.066746473312378
1.319945216178894,0.9125491976737976,1.7632814645767212,1.0619354248046875
1.3568099737167358,0.9388891458511353,1.7533773183822632,1.0563000440597534
1.3291981220245361,0.9284254312515259,1.7466974258422852,1.0630545616149902
1.3137699365615845,0.8991473913192749,1.7063590288162231,1.047310471534729
1.2981067895889282,0.9085279107093811,1.6836779117584229,1.0490891933441162
1.379372477531433,0.9227199554443359,1.7378250360488892,1.056241750717163
1.3067538738250732,0.9181704521179199,1.6840914487838745,1.0421892404556274
1.2102876901626587,0.8693028688430786,1.713509440422058,1.0522688627243042
1.2032216787338257,0.8682032823562622,1.7091246843338013,1.043398380279541
1.2595750093460083,0.899152934551239,1.6166584491729736,1.0278652906417847
1.2603381872177124,0.8919643759727478,1.630569338798523,1.019187331199646
1.1606690883636475,0.862450122833252,1.6674429178237915,1.0320004224777222
1.2435858249664307,0.8847997784614563,1.642648458480835,1.0319550037384033
1.1457035541534424,0.8410342931747437,1.631738305091858,1.03335440158844
1.2012680768966675,0.8759931921958923,1.6208956241607666,1.0169949531555176
1.1398814916610718,0.8351317644119263,1.6302461624145508,1.0294963121414185
1.1727640628814697,0.8573905229568481,1.6016578674316406,1.0181829929351807
1.1358530521392822,0.8481435179710388,1.549789309501648,1.0071289539337158
1.1038917303085327,0.8299245238304138,1.6048260927200317,1.0144916772842407
1.1150411367416382,0.8463869094848633,1.620840311050415,1.0157911777496338
1.1131242513656616,0.8281097412109375,1.6053537130355835,1.0253196954727173
1.0918338298797607,0.826465904712677,1.648906946182251,1.0230296850204468
1.0626444816589355,0.8145395517349243,1.636971116065979,1.01540207862854
1.0859929323196411,0.819787859916687,1.5980740785598755,1.013485312461853
1.0970728397369385,0.8258975744247437,1.6436338424682617,1.0261404514312744
1.1006330251693726,0.8251822590827942,1.591856598854065,1.0149904489517212
1.0312378406524658,0.8059983253479004,1.5973082780838013,1.0246025323867798
1.0511553287506104,0.806716799736023,1.6664540767669678,1.021431803703308
