Model,Train_RMSE,Test_RMSE,Train_MAE,Test_MAE,Train_R2,Test_R2
"Stacking Ensemble (RF, LGBM, NN)",0.9292117083641448,1.199667027311824,0.7413502543828403,0.9468312480110816,0.48290092166151555,0.12631362625413345
"Voting Ensemble (RF, LGBM, NN)",0.872601627504417,1.2059366494569945,0.6928397198031758,0.9568502541438022,0.5439878079713374,0.11715775738552203
